package,version,bytes,size_mb,version_count,stable_versions,all_versions_bytes_est,all_versions_gb_est
omniauth-atlassian-oauth2,0.2.0,9216,0.009,2,2,18432,0.0
devise-pwned_password,0.2.0,9216,0.009,14,14,129024,0.0001
pgvector,0.3.3,9216,0.009,9,9,82944,0.0001
proc_to_ast,0.2.0,9216,0.009,9,9,82944,0.0001
xcinvoke,0.3.0,9216,0.009,4,4,36864,0.0
name_of_person,1.1.3,9216,0.009,5,5,46080,0.0
requestjs-rails,0.0.14,9216,0.009,9,9,82944,0.0001
gravatar_image_tag,1.2.0,9216,0.009,11,9,101376,0.0001
spree,5.6.1,9216,0.009,442,344,4073472,0.0041
word_wrap,1.0.0,9216,0.009,7,7,64512,0.0001
omniauth-github,2.0.1,9216,0.009,16,15,147456,0.0001
paranoid2,1.1.5,9216,0.009,7,7,64512,0.0001
rpam2,4.0.2,9216,0.009,8,8,73728,0.0001
sorted_set,1.1.0,9216,0.009,10,10,92160,0.0001
automatiek,0.3.0,9216,0.009,5,5,46080,0.0
omniauth-rails_csrf_protection,2.0.1,9216,0.009,8,8,73728,0.0001
hypershield,0.6.1,9216,0.009,12,12,110592,0.0001
plist,3.7.2,9216,0.009,18,18,165888,0.0002
tailwindcss-ruby,4.3.3,9216,0.009,516,379,4755456,0.0048
asciidoctor-plantuml,0.1.1,9216,0.009,16,16,147456,0.0001
htmlbeautifier,1.4.3,9216,0.009,24,24,221184,0.0002
globby,0.1.2,9216,0.009,5,5,46080,0.0
bcrypt-ruby,3.1.5,9216,0.009,60,51,552960,0.0006
faraday-em_http,2.0.1,9216,0.009,3,3,27648,0.0
aws-sdk,3.3.0,9216,0.009,1207,1176,11123712,0.0111
no_proxy_fix,0.1.2,9216,0.009,3,3,27648,0.0
syslog-logger,1.6.8,9216,0.009,5,5,46080,0.0
cocoapods-dependencies,1.3.0,9216,0.009,16,15,147456,0.0001
pundit-matchers,4.0.0,9216,0.009,37,33,340992,0.0003
anycable-rails,1.6.2,9216,0.009,77,57,709632,0.0007
shellany,0.0.1,9216,0.009,1,1,9216,0.0
aws-sdk-sts,1.12.0,9216,0.009,18,18,165888,0.0002
debug_inspector,1.2.0,9216,0.009,7,6,64512,0.0001
html2text,0.5.0,9216,0.009,8,8,73728,0.0001
jekyll-commonmark-ghpages,0.5.1,9216,0.009,12,12,110592,0.0001
faraday-follow_redirects,0.5.0,9216,0.009,5,5,46080,0.0
ltsv,0.1.2,9216,0.009,5,5,46080,0.0
open_uri_redirections,0.2.1,9216,0.009,8,8,73728,0.0001
valid,1.2.0,9216,0.009,13,13,119808,0.0001
unicorn-worker-killer,0.4.5,9216,0.009,18,18,165888,0.0002
expgen,0.1.1,9216,0.009,2,2,18432,0.0
nesty,1.0.2,9216,0.009,3,3,27648,0.0
dartsass-rails,0.5.1,9216,0.009,8,8,73728,0.0001
inst_access,0.4.4,9216,0.009,8,8,73728,0.0001
feedbag,1.0.2,9216,0.009,17,17,156672,0.0002
atlassian-jwt,0.2.1,8704,0.009,3,3,26112,0.0
fuzzyurl,0.9.0,8704,0.009,6,6,52224,0.0001
hanami-webconsole,3.0.0,8704,0.009,21,6,182784,0.0002
bundle-audit,0.2.0,8704,0.009,2,2,17408,0.0
faraday-encoding,0.0.6,8704,0.009,6,6,52224,0.0001
qunit-selenium,0.0.4,8704,0.009,1,1,8704,0.0
inflection,1.0.0,8704,0.009,3,3,26112,0.0
yabeda-activejob,0.6.0,8704,0.009,7,7,60928,0.0001
omniauth-weibo-oauth2,0.5.3,8704,0.009,14,14,121856,0.0001
fast_blank,1.0.1,8704,0.009,5,5,43520,0.0
inst-jobs-statsd,4.0.2,8704,0.009,21,21,182784,0.0002
faraday_middleware-aws-sigv4,1.0.1,8704,0.009,15,14,130560,0.0001
liability-proof,0.0.9,8704,0.009,6,6,52224,0.0001
devise_pam_authenticatable2,9.2.0,8704,0.009,15,15,130560,0.0001
faraday-typhoeus,2.0.0,8704,0.009,6,6,52224,0.0001
aes_key_wrap,1.1.0,8704,0.009,3,3,26112,0.0
jsonapi-renderer,0.2.2,8704,0.009,9,6,78336,0.0001
celluloid-fsm,0.20.5,8704,0.009,7,3,60928,0.0001
redis-prescription,2.6.0,8704,0.009,8,8,69632,0.0001
ecma-re-validator,0.4.0,8704,0.009,7,7,60928,0.0001
faraday-em_synchrony,1.0.1,8704,0.009,2,2,17408,0.0
emoji_regex,15.0.0,8704,0.009,13,12,113152,0.0001
abbrev,0.1.2,8704,0.009,3,3,26112,0.0
time_diff,0.3.0,8704,0.009,6,6,52224,0.0001
mobility-ransack,1.2.2,8704,0.009,13,12,113152,0.0001
callsite,0.0.11,8704,0.009,7,7,60928,0.0001
attr_required,1.0.2,8704,0.009,8,8,69632,0.0001
anycable,1.6.4,8704,0.009,63,49,548352,0.0005
rails_autolink,1.1.8,8704,0.009,19,19,165376,0.0002
validate_url,1.0.15,8704,0.009,22,22,191488,0.0002
semaphore_cucumber_booster_config,1.4.2,8704,0.009,14,14,121856,0.0001
hanami-db,3.0.0,8704,0.009,10,4,87040,0.0001
event_stream_parser,1.0.0,8704,0.009,4,4,34816,0.0
haikunator,1.1.1,8704,0.009,4,4,34816,0.0
json_refs,0.1.9,8704,0.009,10,10,87040,0.0001
rubinius-coverage,2.1,8704,0.009,4,4,34816,0.0
declarative-option,0.1.0,8704,0.009,1,1,8704,0.0
logstash-event,1.2.02,8704,0.009,2,2,17408,0.0
telesign,4.0.2,8704,0.009,18,18,156672,0.0002
numerizer,0.2.0,8704,0.009,3,3,26112,0.0
faraday-net_http_persistent,2.3.1,8704,0.009,12,12,104448,0.0001
fog-json,1.4.0,8704,0.009,7,7,60928,0.0001
faraday-gzip,3.1.0,8704,0.009,20,19,174080,0.0002
em-socksify,0.3.3,8704,0.009,7,7,60928,0.0001
truncato,0.7.13,8704,0.009,13,13,113152,0.0001
sync,0.5.0,8704,0.009,1,1,8704,0.0
rspec-multi-mock,0.3.1,8704,0.009,5,5,43520,0.0
selenium_statistics,0.3.0,8704,0.009,5,5,43520,0.0
spring-watcher-listen,2.1.0,8704,0.009,4,4,34816,0.0
cucumber-tag_expressions,2.0.2,8704,0.009,6,6,52224,0.0001
pretender,1.0.0,8192,0.008,15,15,122880,0.0001
after_transaction_commit,2.2.2,8192,0.008,10,10,81920,0.0001
deb_version,1.0.3,8192,0.008,5,5,40960,0.0
cldr-plurals-runtime-rb,1.1.0,8192,0.008,3,3,24576,0.0
sprockets-export,1.0.0,8192,0.008,3,3,24576,0.0
jekyll-relative-links,0.8.0,8192,0.008,16,16,131072,0.0001
benchmark-malloc,0.2.0,8192,0.008,2,2,16384,0.0
security,0.2.0,8192,0.008,8,8,65536,0.0001
inst-jobs-autoscaling,2.1.1,8192,0.008,9,9,73728,0.0001
standard-custom,1.0.2,8192,0.008,3,3,24576,0.0
activerecord-mysql-index-hint,0.0.4,8192,0.008,4,4,32768,0.0
rack-piwik,0.3.0,8192,0.008,8,8,65536,0.0001
fluent-plugin-ignore-filter,2.0.0,8192,0.008,4,4,32768,0.0
omniauth-alicloud,3.0.0,8192,0.008,4,4,32768,0.0
nakayoshi_fork,0.0.4,8192,0.008,4,4,32768,0.0
rubocop-discourse-base,1.0.0,8192,0.008,1,1,8192,0.0
rspec-parameterized-table_syntax,2.1.1,8192,0.008,7,6,57344,0.0001
pyu-ruby-sasl,0.0.3.3,8192,0.008,2,2,16384,0.0
unf,0.2.0,8192,0.008,17,15,139264,0.0001
jekyll-titles-from-headings,0.5.4,8192,0.008,13,13,106496,0.0001
kaminari-activerecord,1.2.2,8192,0.008,9,7,73728,0.0001
konfig-config,3.0.0,8192,0.008,6,6,49152,0.0
sigstore-cli,0.2.3,8192,0.008,3,3,24576,0.0
carrierwave-bombshelter,0.2.2,8192,0.008,14,14,114688,0.0001
resolv-replace,0.2.0,8192,0.008,3,3,24576,0.0
google-cloud-common,1.10.0,8192,0.008,12,12,98304,0.0001
soap4r-middleware,0.8.7,8192,0.008,8,8,65536,0.0001
platform_agent,1.0.1,8192,0.008,2,2,16384,0.0
polyglot,0.3.5,8192,0.008,17,17,139264,0.0001
proxifier,1.0.3,8192,0.008,4,4,32768,0.0
telesignenterprise,6.0.2,8192,0.008,14,14,114688,0.0001
jekyll_test_plugin,0.3.1,8192,0.008,8,8,65536,0.0001
ractor-dispatch,0.3.0,8192,0.008,3,3,24576,0.0
activerecord-explain-analyze,0.1.0,8192,0.008,1,1,8192,0.0
html_truncator,0.4.2,8192,0.008,12,12,98304,0.0001
faraday-net_http,3.4.4,8192,0.008,24,22,196608,0.0002
pry-remote,0.1.8,8192,0.008,10,10,81920,0.0001
safely_block,1.0.0,8192,0.008,10,10,81920,0.0001
rails_12factor,0.0.3,8192,0.008,3,3,24576,0.0
danger-plugin-api,1.0.0,8192,0.008,1,1,8192,0.0
net-ntp,2.1.3,8192,0.008,5,5,40960,0.0
tty-which,0.5.0,8192,0.008,9,9,73728,0.0001
filesize,0.2.0,8192,0.008,7,7,57344,0.0001
guard-ronn,2.1.0,7680,0.008,8,8,61440,0.0001
faraday-cookie_jar,0.0.8,7680,0.008,8,8,61440,0.0001
omniauth-evernote,1.2.1,7680,0.008,4,4,30720,0.0
octopress-date-format,3.0.3,7680,0.008,8,7,61440,0.0001
omniauth-dropbox2,2.0.6,7680,0.008,13,13,99840,0.0001
capistrano-rvm,0.1.2,7680,0.008,6,6,46080,0.0
e2mmap,0.1.0,7680,0.008,1,1,7680,0.0
warden-basic_auth,0.2.1,7680,0.008,4,4,30720,0.0
color_diff,0.2,7680,0.008,2,2,15360,0.0
jekyll-avatar,0.8.0,7680,0.008,14,14,107520,0.0001
faraday-mashify,1.0.3,7680,0.008,6,6,46080,0.0
liferaft,0.0.6,7680,0.008,5,5,38400,0.0
dm-sqlite-adapter,1.2.0,7680,0.008,13,5,99840,0.0001
openssl-cmac,2.1.0,7680,0.008,5,5,38400,0.0
redis-scripting,1.0.1,7680,0.008,2,2,15360,0.0
celluloid-extras,0.20.5,7680,0.008,8,8,61440,0.0001
faraday-excon,2.4.0,7680,0.008,7,7,53760,0.0001
kramdown-syntax-coderay,1.0.1,7680,0.008,2,2,15360,0.0
rack-freeze,1.3.1,7680,0.008,5,5,38400,0.0
freezolite,0.7.0,7680,0.008,6,6,46080,0.0
yabeda-actioncable,0.2.2,7680,0.008,4,4,30720,0.0
prettybacon,0.0.2,7680,0.008,2,2,15360,0.0
thwait,0.2.0,7680,0.008,2,2,15360,0.0
faraday_middleware-multi_json,0.0.6,7680,0.008,6,6,46080,0.0
jekyll-sass-converter,3.1.0,7680,0.008,21,15,161280,0.0002
jekyll-commonmark,1.4.0,7680,0.008,9,9,69120,0.0001
guard-bundler,3.1.0,7680,0.008,12,12,92160,0.0001
devise_lastseenable,0.0.6,7680,0.008,4,4,30720,0.0
faraday-httpclient,2.0.2,7680,0.008,5,5,38400,0.0
openssl-ccm,1.3.0,7680,0.008,9,9,69120,0.0001
redis-rails,5.0.2,7680,0.008,19,12,145920,0.0001
htmldiff,0.0.1,7680,0.008,1,1,7680,0.0
ssrf_filter,1.5.0,7680,0.008,17,17,130560,0.0001
mutex_m,0.3.0,7680,0.008,5,5,38400,0.0
thruster,0.1.26,7680,0.008,154,154,1182720,0.0012
gitlab-sdk,0.3.1,7680,0.008,9,9,69120,0.0001
outrigger,3.2.0,7680,0.008,17,17,130560,0.0001
cocoapods_debug,0.1.0,7680,0.008,1,1,7680,0.0
opus-ruby,1.0.1,7680,0.008,3,3,23040,0.0
cocoapods-deintegrate,1.0.5,7680,0.008,12,9,92160,0.0001
capybara-validate_html5,2.1.0,7168,0.007,4,4,28672,0.0
bcp47_spec,0.2.1,7168,0.007,2,2,14336,0.0
sass-rails,6.0.0,7168,0.007,48,32,344064,0.0003
paginated_collection,0.3.0,7168,0.007,6,6,43008,0.0
inst_llm,0.2.4,7168,0.007,6,6,43008,0.0
multi_test,2.0.0,7168,0.007,9,9,64512,0.0001
rqrcode-rails3,0.1.7,7168,0.007,8,8,57344,0.0001
ruby-hmac,0.4.0,7168,0.007,3,3,21504,0.0
colorator,1.1.0,7168,0.007,3,3,21504,0.0
quiet_assets,1.1.0,7168,0.007,5,5,35840,0.0
rspec-rerun,1.1.0,7168,0.007,9,9,64512,0.0001
fluent-plugin-multi-format-parser,1.1.0,7168,0.007,6,6,43008,0.0
forwardable,1.4.0,7168,0.007,6,6,43008,0.0
rails,8.1.3,7168,0.007,519,345,3720192,0.0037
danger-pr-comment,0.1.0,7168,0.007,1,1,7168,0.0
securerandom,0.4.1,7168,0.007,10,10,71680,0.0001
bootstrap-kaminari-views,0.0.5,7168,0.007,4,4,28672,0.0
win32api,0.1.0,7168,0.007,1,1,7168,0.0
active_record_query_trace,1.9,7168,0.007,18,18,129024,0.0001
pronto-eslint,0.11.1,7168,0.007,12,12,86016,0.0001
sd_notify,0.1.1,7168,0.007,3,3,21504,0.0
minitest-profile,0.0.2,7168,0.007,2,2,14336,0.0
db-query-matchers,0.15.0,7168,0.007,23,23,164864,0.0002
ruby-rc4,0.1.5,7168,0.007,5,5,35840,0.0
yard-activesupport-concern,0.0.1,7168,0.007,1,1,7168,0.0
testrail_client,0.0.1,7168,0.007,1,1,7168,0.0
packs-specification,0.0.11,7168,0.007,5,5,35840,0.0
rswag-api,2.17.0,7168,0.007,46,43,329728,0.0003
flipper-active_support_cache_store,1.4.2,7168,0.007,71,59,508928,0.0005
formtastic_i18n,0.7.0,7168,0.007,10,10,71680,0.0001
coffee-rails,5.0.0,7168,0.007,18,13,129024,0.0001
pronto-scss,0.11.0,7168,0.007,22,22,157696,0.0002
pronto-haml,0.11.1,7168,0.007,20,20,143360,0.0001
awrence,5.0.0,7168,0.007,12,12,86016,0.0001
polyamorous,2.3.2,7168,0.007,15,15,107520,0.0001
cucumber-ci-environment,15.0.0,7168,0.007,18,18,129024,0.0001
faraday-patron,2.0.2,7168,0.007,4,4,28672,0.0
faraday-rack,2.1.3,7168,0.007,4,4,28672,0.0
wcag_color_contrast,0.1.0,7168,0.007,2,2,14336,0.0
notify,0.5.2,7168,0.007,9,9,64512,0.0001
with_env,1.1.0,7168,0.007,2,2,14336,0.0
spamcheck,1.3.3,6656,0.007,8,8,53248,0.0001
turbo_dev_assets,0.0.2,6656,0.007,2,2,13312,0.0
mocha-on-bacon,0.2.3,6656,0.007,6,6,39936,0.0
standardwebhooks,1.1.0,6656,0.007,2,2,13312,0.0
forwardable-extended,2.6.0,6656,0.007,13,13,86528,0.0001
starry,0.2.0,6656,0.007,2,2,13312,0.0
turbolinks,5.2.1,6656,0.007,43,41,286208,0.0003
protobug_googleapis_field_behavior_protos,0.2.0,6656,0.007,2,2,13312,0.0
aws_cf_signer,0.1.3,6656,0.007,4,4,26624,0.0
sidekiq-pro,0.0.3,6656,0.007,1,1,6656,0.0
escape_code,0.2,6656,0.007,1,1,6656,0.0
xorcist,1.1.3,6656,0.007,8,8,53248,0.0001
rpush-redis,1.2.0,6656,0.007,9,9,59904,0.0001
diaspora_federation-test,1.2.0,6656,0.007,29,29,193024,0.0002
version_sorter,2.3.0,6656,0.007,14,14,93184,0.0001
metaclass,0.0.4,6656,0.007,4,4,26624,0.0
jekyll-readme-index,0.4.0,6656,0.007,8,8,53248,0.0001
yard-solargraph,0.1.0,6656,0.007,1,1,6656,0.0
xcpretty-travis-formatter,1.0.1,6656,0.007,6,6,39936,0.0
readline,0.0.4,6656,0.007,5,4,33280,0.0
kaminari-actionview,1.2.2,6656,0.007,9,7,59904,0.0001
jira_ref_parser,1.0.1,6656,0.007,2,2,13312,0.0
coffee-script,2.4.1,6656,0.007,28,28,186368,0.0002
minitest-stub-const,0.6,6656,0.007,6,6,39936,0.0
spring-commands-parallel-rspec,1.1.0,6656,0.007,2,2,13312,0.0
simplecov_json_formatter,0.1.4,6656,0.007,4,4,26624,0.0
googleapis-common-protos,1.10.0,6656,0.007,21,21,139776,0.0001
cucumber-tag-expressions,11.0.1,6656,0.007,25,25,166400,0.0002
enum_csv,1.2.0,6656,0.007,4,4,26624,0.0
httmultiparty,0.3.16,6656,0.007,18,18,119808,0.0001
find_a_port,1.0.1,6656,0.007,2,2,13312,0.0
rubocop-rails-omakase,1.1.0,6144,0.006,2,2,12288,0.0
rspec-instafail,1.0.0,6144,0.006,21,21,129024,0.0001
rspec_around_all,0.2.0,6144,0.006,2,2,12288,0.0
case_transform,0.2,6144,0.006,2,2,12288,0.0
uk_phone_numbers,0.1.1,6144,0.006,2,2,12288,0.0
actionpack-xml_parser,2.0.1,6144,0.006,5,5,30720,0.0
expression_parser,0.9.0,6144,0.006,1,1,6144,0.0
diaspora_federation-json_schema,1.2.0,6144,0.006,14,14,86016,0.0001
rack3-brotli,1.0.1,6144,0.006,2,2,12288,0.0
activerecord-jdbcsqlite3-adapter,72.1,6144,0.006,104,95,638976,0.0006
js_image_paths,0.2.0,6144,0.006,5,5,30720,0.0
activerecord-jdbcpostgresql-adapter,72.1,6144,0.006,106,98,651264,0.0007
jekyll_test_plugin_malicious,0.2.0,6144,0.006,2,2,12288,0.0
guardrail,3.1.1,6144,0.006,9,9,55296,0.0001
inspec-core-bin,7.2.1,6144,0.006,106,105,651264,0.0007
spring-commands-rspec,1.0.4,6144,0.006,5,5,30720,0.0
spring-commands-rubocop,0.4.0,6144,0.006,4,4,24576,0.0
jekyll-mentions,1.6.0,6144,0.006,28,28,172032,0.0002
jekyll-watch,2.2.1,6144,0.006,18,16,110592,0.0001
rack-ssl,1.4.1,6144,0.006,10,10,61440,0.0001
activerecord-jdbcmysql-adapter,72.1,6144,0.006,109,100,669696,0.0007
errbase,0.2.2,6144,0.006,8,8,49152,0.0
arabic-letter-connector,0.1.1,5632,0.006,1,1,5632,0.0
jekyll-optional-front-matter,0.3.3,5632,0.006,8,8,45056,0.0
sort_alphabetical,1.1.0,5632,0.006,7,7,39424,0.0
jemoji,0.13.0,5632,0.006,30,30,168960,0.0002
yaml-lint,0.1.2,5632,0.006,11,11,61952,0.0001
ruby_llm-schema,1.0.0,5632,0.006,16,16,90112,0.0001
bundler-unload,1.0.2,5632,0.006,3,3,16896,0.0
rubocop-inst,1.2.3,5632,0.006,11,11,61952,0.0001
colored,1.2,5632,0.006,3,3,16896,0.0
danger-gitlab,10.0.0,5632,0.006,11,11,61952,0.0001
jekyll-default-layout,0.2.0,5632,0.006,7,7,39424,0.0
fastlane-plugin-ruby,0.1.3,5632,0.006,4,4,22528,0.0
multipart,0.2.1,5632,0.006,2,2,11264,0.0
simplecov-json,0.2.3,5632,0.006,5,5,28160,0.0
babel-transpiler,0.7.0,5632,0.006,2,2,11264,0.0
judoscale-rails,1.13.3,5632,0.006,30,28,168960,0.0002
aroi,1.0.0,5632,0.006,8,8,45056,0.0
jekyll-include-cache,0.2.2,5632,0.006,4,4,22528,0.0
zip-zip,0.3,5632,0.006,4,3,22528,0.0
rspec-github,3.0.0,5632,0.006,10,8,56320,0.0001
concord,0.1.6,5120,0.005,10,10,51200,0.0001
dependabot-omnibus,0.395.0,5120,0.005,1130,1129,5785600,0.0058
eco,1.0.0,5120,0.005,1,1,5120,0.0
csv-safe,3.3.3,5120,0.005,12,12,61440,0.0001
rubysl,2.2.0,5120,0.005,20,20,102400,0.0001
rack-host-redirect,1.3.0,5120,0.005,7,7,35840,0.0
judoscale-sidekiq,1.13.3,5120,0.005,30,28,153600,0.0002
jekyll-coffeescript,2.0.0,4608,0.005,11,9,50688,0.0001
rubinius-developer_tools,2.0.0,4608,0.005,1,1,4608,0.0
sorbet-static-and-runtime,0.6.13486,4608,0.005,1049,1049,4833792,0.0048
database_cleaner,2.1.0,4608,0.005,58,48,267264,0.0003
validate_email,0.1.6,4608,0.005,7,7,32256,0.0
liquid-spec,0.1.0,4608,0.005,1,1,4608,0.0
