package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
Serilog.Settings.Configuration,10.0.1,ok,lib/net10.0/Serilog.Settings.Configuration.xml,17654,README.md,5,5,223299,65558
xunit.assert,2.9.3,ok,lib/netstandard1.1/xunit.assert.xml,182523,_content/README.md,2,2,246078,65558
FluentValidation,12.1.1,ok,lib/net8.0/FluentValidation.xml,229153,README.md,1,1,262911,65558
Microsoft.AspNet.WebApi.Client,6.0.0,ok,lib/net45/System.Net.Http.Formatting.xml,192626,,3,3,331048,65558
Microsoft.AspNetCore.Authentication.Core,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Authentication.Core.xml,17986,,1,1,48115,48115
coverlet.collector,10.0.1,ok,,0,,0,0,4888920,65558
xunit.runner.visualstudio,4.0.0,ok,,0,_content/README.md,0,0,1390337,65558
System.IO.FileSystem.AccessControl,5.0.0,ok,lib/net461/System.IO.FileSystem.AccessControl.xml,65116,,8,14,309442,65558
Microsoft.AspNetCore.Mvc.Core,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.Core.xml,843623,,1,1,318344,65558
System.Runtime.Loader,4.3.0,ok,ref/netstandard1.5/System.Runtime.Loader.xml,1794,,2,10,48094,48094
System.Net.NameResolution,4.3.0,ok,ref/netstandard1.3/System.Net.NameResolution.xml,5766,,3,10,177639,65558
Serilog.Formatting.Compact,3.0.0,ok,lib/net462/Serilog.Formatting.Compact.xml,4488,README.md,5,5,69080,65558
Microsoft.EntityFrameworkCore.SqlServer,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.SqlServer.xml,1339658,,1,1,323251,65558
System.Runtime.Serialization.Formatters,10.0.11,ok,lib/net8.0/System.Runtime.Serialization.Formatters.xml,68932,,1,1,113270,65558
System.Xml.XPath,4.3.0,ok,ref/netstandard1.3/System.Xml.XPath.xml,106343,,4,10,250182,65558
Microsoft.EntityFrameworkCore.Design,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.Design.xml,554758,,1,1,310218,65558
System.Diagnostics.Process,4.3.0,ok,ref/netstandard1.3/System.Diagnostics.Process.xml,99544,,6,20,543776,65558
Humanizer.Core,3.0.10,ok,lib/net10.0/Humanizer.xml,507133,,4,4,1927272,65558
Grpc.Net.Common,2.83.0,ok,lib/net10.0/Grpc.Net.Common.xml,7551,,5,5,108919,65558
runtime.native.System.Security.Cryptography,4.3.4,ok,,0,,0,0,29901,29901
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100,8.0.30,ok,,0,,0,0,55995,55995
System.Xml.XmlSerializer,4.3.0,ok,ref/netcore50/System.Xml.XmlSerializer.xml,88149,,5,30,718651,65558
Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions.xml,29395,,3,3,90963,65558
Microsoft.NET.Workload.Emscripten.Current.Manifest-8.0.100,8.0.30,ok,,0,,0,0,35932,35932
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100,8.0.30,ok,,0,,0,0,52515,52515
Azure.Storage.Common,12.28.0,ok,lib/net10.0/Azure.Storage.Common.xml,168809,README.md,3,3,461077,65558
Microsoft.AspNetCore.ResponseCaching.Abstractions,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.ResponseCaching.Abstractions.xml,709,,1,1,38211,38211
Grpc.Net.Client,2.83.0,ok,lib/net10.0/Grpc.Net.Client.xml,109147,README.md,6,6,1027807,65558
StackExchange.Redis,3.1.31,ok,lib/net10.0/StackExchange.Redis.xml,1205241,README.md,6,6,6178283,65558
Microsoft.AspNetCore.Mvc.NewtonsoftJson,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Mvc.NewtonsoftJson.xml,47202,,1,1,78907,65558
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100,8.0.30,ok,,0,,0,0,52338,52338
System.Threading.Tasks.Dataflow,10.0.11,ok,lib/net10.0/System.Threading.Tasks.Dataflow.xml,202749,,6,6,624305,65558
Microsoft.AspNetCore.Authorization.Policy,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Authorization.Policy.xml,9100,,1,1,42062,42062
Microsoft.NET.Workload.Emscripten.net6.Manifest-8.0.100,8.0.30,ok,,0,,0,0,35582,35582
Pipelines.Sockets.Unofficial,2.3.1,ok,lib/net10.0/Pipelines.Sockets.Unofficial.xml,106576,,6,6,648890,65558
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100,18.0.8319,ok,,0,,0,0,32137,32137
Microsoft.NET.Sdk.macOS.Manifest-8.0.100,15.0.8319,ok,,0,,0,0,32107,32107
System.Composition.Runtime,10.0.11,ok,lib/net10.0/System.Composition.Runtime.xml,17932,,5,5,135755,65558
Microsoft.NET.Sdk.iOS.Manifest-8.0.100,18.0.8319,ok,,0,,0,0,32223,32223
Microsoft.NET.Sdk.Android.Manifest-8.0.100,34.0.154,ok,,0,,0,0,31179,31179
System.Composition.AttributedModel,10.0.11,ok,lib/net10.0/System.Composition.AttributedModel.xml,14165,,5,5,117189,65558
Microsoft.CodeAnalysis.CSharp.Workspaces,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.CSharp.Workspaces.xml,72930,,28,2,1406485,65558
Microsoft.NET.Workload.Emscripten.net7.Manifest-8.0.100,8.0.30,ok,,0,,0,0,35898,35898
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100,18.0.8319,ok,,0,,0,0,32101,32101
Npgsql,10.0.3,ok,lib/net10.0/Npgsql.xml,688223,README.md,3,3,1847911,65558
Serilog.AspNetCore,10.0.0,ok,lib/net10.0/Serilog.AspNetCore.xml,5721,README.md,6,6,98772,65558
Microsoft.NET.Sdk.Maui.Manifest-8.0.100,8.0.100,ok,,0,README.md,0,0,40711,40711
System.Private.DataContractSerialization,4.3.0,ok,,0,,1,0,503156,65558
System.Composition.Convention,10.0.11,ok,lib/net10.0/System.Composition.Convention.xml,28990,,5,5,188787,65558
System.Composition,10.0.11,ok,,0,,0,0,46406,46406
Serilog.Extensions.Hosting,10.0.0,ok,lib/net10.0/Serilog.Extensions.Hosting.xml,73828,README.md,6,6,177042,65558
System.Composition.Hosting,10.0.11,ok,lib/net10.0/System.Composition.Hosting.xml,20807,,5,5,203299,65558
runtime.win-x64.runtime.native.System.Data.SqlClient.sni,4.4.0,ok,,0,,0,0,100353,65558
System.Composition.TypedParts,10.0.11,ok,lib/net10.0/System.Composition.TypedParts.xml,11137,,5,5,215003,65558
OpenTelemetry.Api,1.18.0,ok,lib/net10.0/OpenTelemetry.Api.xml,109910,README.md,5,5,299683,65558
Microsoft.AspNetCore.Hosting,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Hosting.xml,26996,,1,1,86194,65558
runtime.win-arm64.runtime.native.System.Data.SqlClient.sni,4.4.0,ok,,0,,0,0,97899,65558
System.Private.Uri,4.3.2,ok,,0,,0,0,26095,26095
Serilog.Sinks.Debug,3.0.0,ok,lib/net462/Serilog.Sinks.Debug.xml,2629,README.md,5,5,56946,56946
System.Diagnostics.StackTrace,4.3.0,ok,ref/netstandard1.3/System.Diagnostics.StackTrace.xml,5780,,4,10,101411,65558
System.IO.Hashing,10.0.11,ok,lib/net10.0/System.IO.Hashing.xml,35772,,5,5,206258,65558
System.Runtime.Serialization.Json,4.3.0,ok,ref/netcore50/System.Runtime.Serialization.Json.xml,10803,,4,20,114013,65558
runtime.win-x86.runtime.native.System.Data.SqlClient.sni,4.4.0,ok,,0,,0,0,90533,65558
Microsoft.Extensions.WebEncoders,10.0.11,ok,lib/net10.0/Microsoft.Extensions.WebEncoders.xml,8764,,3,3,82488,65558
System.Linq.Queryable,4.3.0,ok,ref/netcore50/System.Linq.Queryable.xml,127497,,4,20,275542,65558
Microsoft.CodeAnalysis.CSharp,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.CSharp.xml,3483801,,28,2,12210215,65558
Dapper,2.1.79,ok,lib/net10.0/Dapper.xml,200696,readme.md,4,4,590040,65558
Microsoft.AspNetCore.Mvc.Formatters.Json,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.Formatters.Json.xml,35718,,1,1,53564,53564
Microsoft.CodeAnalysis.Razor,6.0.36,ok,,0,,1,0,73657,65558
Microsoft.ApplicationInsights.PerfCounterCollector,2.23.0,ok,lib/net452/Microsoft.AI.PerfCounterCollector.xml,129064,,2,2,504543,65558
System.Threading.Overlapped,4.3.0,ok,ref/netstandard1.3/System.Threading.Overlapped.xml,9119,,3,10,167673,65558
System.ServiceModel.Primitives,10.0.652802,ok,,0,README.md,33,0,2405338,65558
FluentAssertions,8.10.0,ok,lib/net47/FluentAssertions.xml,1248020,,4,4,1970760,65558
Azure.Security.KeyVault.Secrets,4.11.1,ok,lib/net10.0/Azure.Security.KeyVault.Secrets.xml,176446,README.md,3,3,381010,65558
Azure.Storage.Blobs,12.29.2,ok,lib/net10.0/Azure.Storage.Blobs.xml,2038769,README.md,4,4,2562915,65558
Microsoft.Azure.Amqp,2.7.4,ok,lib/net8.0/Microsoft.Azure.Amqp.xml,62083,readme.md,7,4,1289921,65558
Microsoft.AspNetCore.Razor.Language,6.0.36,ok,,0,,1,0,383124,65558
System.Reflection.DispatchProxy,4.8.2,ok,lib/net462/System.Reflection.DispatchProxy.xml,2653,,2,2,70349,65558
System.Net.WebHeaderCollection,4.3.0,ok,ref/netstandard1.3/System.Net.WebHeaderCollection.xml,20070,,2,10,85080,65558
Microsoft.Extensions.Localization.Abstractions,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Localization.Abstractions.xml,11576,,3,3,79664,65558
Microsoft.Build.Framework,18.9.6,ok,lib/net10.0/Microsoft.Build.Framework.xml,2073994,README.md,5,5,4189438,65558
CsvHelper,33.1.0,ok,lib/net462/CsvHelper.xml,429673,,7,7,903000,65558
Microsoft.SqlServer.Server,1.0.0,ok,lib/net46/Microsoft.SqlServer.Server.xml,151,,2,2,68652,65558
NUnit,4.6.1,ok,lib/net462/nunit.framework.xml,1190777,README.md,6,6,1254495,65558
Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel,2.23.0,ok,lib/net452/Microsoft.AI.ServerTelemetryChannel.xml,91329,,2,2,327104,65558
Microsoft.Rest.ClientRuntime,3.0.3,ok,,0,,3,0,122232,65558
Microsoft.EntityFrameworkCore.Tools,10.0.11,ok,,0,,0,0,282618,65558
Microsoft.ApplicationInsights.WindowsServer,2.23.0,ok,lib/net452/Microsoft.AI.WindowsServer.xml,81999,,2,2,239687,65558
System.Net.Security,4.3.2,ok,,0,,3,0,257494,65558
OpenTelemetry.Api.ProviderBuilderExtensions,1.18.0,ok,lib/net10.0/OpenTelemetry.Api.ProviderBuilderExtensions.xml,47032,README.md,5,5,118637,65558
OpenTelemetry,1.18.0,ok,lib/net10.0/OpenTelemetry.xml,285478,README.md,6,6,913838,65558
Microsoft.ApplicationInsights.DependencyCollector,2.23.0,ok,lib/net452/Microsoft.AI.DependencyCollector.xml,133748,,2,2,338509,65558
Microsoft.AspNetCore.Authentication.OpenIdConnect,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Authentication.OpenIdConnect.xml,80377,,1,1,98586,65558
Microsoft.AspNetCore.Connections.Abstractions,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Connections.Abstractions.xml,63862,,4,4,163329,65558
Microsoft.Extensions.Localization,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Localization.xml,22107,,3,3,102639,65558
NUnit3TestAdapter,6.3.0,ok,,0,docs/README.md,0,0,581248,65558
System.Security.SecureString,4.3.0,ok,ref/netstandard1.3/System.Security.SecureString.xml,8041,,3,10,124728,65558
Polly.Core,8.7.0,ok,lib/net462/Polly.Core.xml,260747,,5,5,830967,65558
Microsoft.Extensions.Http.Polly,10.0.11,ok,lib/netstandard2.0/Microsoft.Extensions.Http.Polly.xml,31815,,1,1,61322,61322
System.Net.Requests,4.3.0,ok,ref/netcore50/System.Net.Requests.xml,50095,,4,40,382676,65558
RestSharp,114.0.0,ok,lib/net10.0/RestSharp.xml,252997,README.md,6,6,791217,65558
Microsoft.Azure.WebJobs.Core,3.0.47,ok,,0,README.md,1,0,64001,64001
Microsoft.AspNetCore.Metadata,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Metadata.xml,1346,,3,3,72071,65558
Google.Apis.Auth,1.76.0,ok,lib/net462/Google.Apis.Auth.xml,321183,,3,3,548518,65558
Google.Apis.Core,1.76.0,ok,lib/net462/Google.Apis.Core.xml,124616,,3,3,254162,65558
System.Management,10.0.11,ok,lib/net10.0/System.Management.xml,216566,,4,4,799394,65558
Autofac,9.3.2,ok,lib/net10.0/Autofac.xml,871992,README.md,4,4,1046280,65558
runtime.native.System.Net.Security,4.3.1,ok,,0,,0,0,29784,29784
AWSSDK.S3,4.0.102.5,ok,lib/net472/AWSSDK.S3.xml,7340826,,4,4,3578817,65558
System.Xml.XPath.XmlDocument,4.7.0,ok,lib/net462/System.Xml.XPath.XmlDocument.xml,4754,,3,3,69605,65558
NLog,6.2.0,ok,lib/net35/NLog.xml,1400116,,5,5,2272682,65558
Microsoft.AspNetCore.App.Ref,10.0.11,ok,ref/net10.0/Microsoft.AspNetCore.Antiforgery.xml,30644,,140,247,7209416,65558
Google.Apis,1.76.0,ok,lib/net462/Google.Apis.xml,111677,,3,3,237430,65558
Microsoft.Extensions.Logging.ApplicationInsights,2.23.0,ok,lib/netstandard2.0/Microsoft.Extensions.Logging.ApplicationInsights.xml,14118,,1,1,54768,54768
Microsoft.IdentityModel.Clients.ActiveDirectory,5.3.0,ok,lib/monoandroid81/Microsoft.IdentityModel.Clients.ActiveDirectory.xml,886805,,5,5,2219292,65558
Microsoft.Bcl.HashCode,6.0.0,ok,lib/net462/Microsoft.Bcl.HashCode.xml,1732,,4,4,91879,65558
Microsoft.Azure.WebJobs,3.0.47,ok,,0,README.md,1,0,396675,65558
Mono.TextTemplating,3.0.0,ok,,0,readme.md,3,0,289166,65558
Polly.Extensions.Http,3.0.0,ok,lib/netstandard1.1/Polly.Extensions.Http.xml,5668,,2,2,19648,19648
YamlDotNet,18.1.0,ok,lib/net10.0/YamlDotNet.xml,364366,README.md,5,5,795624,65558
Microsoft.AspNetCore.TestHost,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.TestHost.xml,25737,,1,1,81796,65558
System.IO.Packaging,10.0.11,ok,lib/net10.0/System.IO.Packaging.xml,87551,,5,5,375331,65558
System.ServiceModel.Http,10.0.652802,ok,,0,README.md,19,0,447216,65558
Microsoft.CodeAnalysis.Workspaces.Common,5.9.0,ok,lib/net10.0/Microsoft.CodeAnalysis.Workspaces.xml,2274372,,28,2,5536513,65558
Microsoft.ApplicationInsights.EventCounterCollector,2.23.0,ok,lib/netstandard2.0/Microsoft.AI.EventCounterCollector.xml,26446,,1,1,75619,65558
System.Threading.Tasks.Parallel,4.3.0,ok,ref/netcore50/System.Threading.Tasks.Parallel.xml,61368,,4,20,176896,65558
SharpZipLib,1.4.2,ok,lib/net6.0/ICSharpCode.SharpZipLib.xml,602451,,3,3,741182,65558
System.Diagnostics.FileVersionInfo,4.3.0,ok,ref/netstandard1.3/System.Diagnostics.FileVersionInfo.xml,12095,,3,10,138783,65558
Microsoft.ApplicationInsights.AspNetCore,3.1.2,ok,lib/net10.0/Microsoft.ApplicationInsights.AspNetCore.xml,32281,,3,3,283727,65558
NuGet.CommandLine,7.9.0,ok,,0,README.md,0,0,5142151,65558
RabbitMQ.Client,7.2.2,ok,lib/net8.0/RabbitMQ.Client.xml,227318,README.md,2,2,362472,65558
Microsoft.AspNetCore.Mvc.Razor.Extensions,6.0.36,ok,,0,,1,0,74736,65558
System.Data.Common,4.3.0,ok,ref/netstandard1.2/System.Data.Common.xml,113129,,6,20,457683,65558
Microsoft.AspNetCore.Mvc.DataAnnotations,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.DataAnnotations.xml,30709,,1,1,55557,55557
Microsoft.AspNetCore.Html.Abstractions,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Html.Abstractions.xml,18366,,1,1,42380,42380
Microsoft.Extensions.FileProviders.Embedded,10.0.11,ok,lib/net10.0/Microsoft.Extensions.FileProviders.Embedded.xml,13272,,3,3,118244,65558
JetBrains.Annotations,2026.2.0,ok,lib/net20/JetBrains.Annotations.xml,80890,readme.md,4,4,230439,65558
Microsoft.AspNetCore.Cryptography.KeyDerivation,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Cryptography.KeyDerivation.xml,9721,,3,3,85275,65558
MediatR,14.2.0,ok,lib/net10.0/MediatR.xml,49957,README.md,5,5,265122,65558
FluentValidation.DependencyInjectionExtensions,12.1.1,ok,lib/net8.0/FluentValidation.DependencyInjectionExtensions.xml,5219,README.md,1,1,79391,65558
Microsoft.NETCore.App.Ref,10.0.11,ok,ref/net10.0/Microsoft.CSharp.xml,18050,,167,107,7188368,65558
Serilog.Sinks.PeriodicBatching,5.0.0,ok,lib/net462/Serilog.Sinks.PeriodicBatching.xml,10310,README.md,5,5,76515,65558
Microsoft.VisualStudio.Azure.Containers.Tools.Targets,1.23.0,ok,,0,,0,0,992702,65558
Npgsql.EntityFrameworkCore.PostgreSQL,10.0.3,ok,lib/net10.0/Npgsql.EntityFrameworkCore.PostgreSQL.xml,1411753,README.md,1,1,352460,65558
System.Xml.XPath.XDocument,4.3.0,ok,ref/netstandard1.3/System.Xml.XPath.XDocument.xml,6349,,4,10,89906,65558
MSTest.TestFramework,4.4.0,ok,lib/net462/MSTest.TestFramework.xml,678243,,73,8,2324091,65558
Microsoft.AspNetCore.Diagnostics.Abstractions,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Diagnostics.Abstractions.xml,7269,,1,1,39954,39954
DnsClient,1.8.0,ok,lib/net472/DnsClient.xml,297482,README.md,5,5,514877,65558
SQLitePCLRaw.core,3.0.5,ok,,0,README.md,2,0,58944,58944
System.Diagnostics.Contracts,4.3.0,ok,ref/netcore50/System.Diagnostics.Contracts.xml,26901,,4,20,168794,65558
Portable.BouncyCastle,1.9.0,ok,lib/net40/BouncyCastle.Crypto.xml,1804624,,2,2,3590353,65558
Microsoft.AspNetCore.Razor.Runtime,2.3.0,ok,,0,,1,0,45912,45912
WindowsAzure.Storage,9.3.3,ok,lib/net45/Microsoft.WindowsAzure.Storage.xml,3734386,,6,1,4165078,65558
Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.400,16.4.60,ok,,0,,0,0,27408,27408
Microsoft.EntityFrameworkCore.InMemory,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.InMemory.xml,325781,,1,1,151671,65558
MSTest.TestAdapter,4.4.0,ok,,0,,0,0,1994070,65558
log4net,3.4.0,ok,lib/net462/log4net.xml,1419211,README.md,2,2,723971,65558
MongoDB.Bson,3.11.1,ok,lib/net472/MongoDB.Bson.xml,1179484,README.md,3,3,913969,65558
Microsoft.NETCore.DotNetHostResolver,8.0.30,ok,,0,,0,0,47362,47362
Microsoft.AspNetCore.Mvc.ApiExplorer,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.ApiExplorer.xml,17656,,1,1,53155,53155
Microsoft.AspNetCore.Razor,2.3.0,ok,,0,,1,0,46338,46338
OpenTelemetry.Extensions.Hosting,1.18.0,ok,lib/net10.0/OpenTelemetry.Extensions.Hosting.xml,9700,README.md,5,5,93133,65558
Microsoft.Data.Sqlite.Core,10.0.11,ok,lib/net8.0/Microsoft.Data.Sqlite.xml,257503,,2,2,208174,65558
Microsoft.NET.Sdk.iOS.Manifest-6.0.400,16.4.60,ok,,0,,0,0,27448,27448
Microsoft.NET.Sdk.macOS.Manifest-6.0.400,13.3.60,ok,,0,,0,0,27360,27360
Microsoft.Extensions.Identity.Core,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Identity.Core.xml,278420,,3,3,374652,65558
Microsoft.IO.RecyclableMemoryStream,3.0.1,ok,lib/net6.0/Microsoft.IO.RecyclableMemoryStream.xml,96042,README.md,3,3,177094,65558
Microsoft.NETCore.App,2.2.8,ok,ref/netcoreapp2.2/Microsoft.CSharp.xml,18734,,143,104,3506907,65558
Microsoft.NETCore.DotNetHostPolicy,8.0.30,ok,,0,,0,0,47397,47397
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.400,6.0.36,ok,,0,,0,0,48756,48756
System.Private.ServiceModel,4.10.3,ok,,0,,14,0,2204805,65558
Microsoft.NET.Sdk.Android.Manifest-6.0.400,32.0.509,ok,,0,,0,0,33904,33904
Microsoft.NET.Sdk.tvOS.Manifest-6.0.400,16.4.60,ok,,0,,0,0,27366,27366
System.Reactive,7.0.0,ok,,0,readme.md,10,0,2863618,65558
System.Runtime.Serialization.Xml,4.3.0,ok,ref/netcore50/System.Runtime.Serialization.Xml.xml,172354,,7,30,519410,65558
Microsoft.NET.Sdk.Maui.Manifest-6.0.400,6.0.553,ok,,0,,0,0,26272,26272
Microsoft.NET.Workload.Emscripten.Manifest-6.0.400,6.0.36,ok,,0,,0,0,35677,35677
Azure.Messaging.ServiceBus,7.20.2,ok,lib/net10.0/Azure.Messaging.ServiceBus.xml,894045,README.md,3,3,1058850,65558
Grpc.Net.ClientFactory,2.83.0,ok,lib/net10.0/Grpc.Net.ClientFactory.xml,32401,README.md,5,5,224114,65558
Microsoft.AspNet.WebApi.Core,5.3.0,ok,lib/net45/System.Web.Http.xml,539657,,1,1,268067,65558
Hangfire.Core,1.8.25,ok,lib/net451/Hangfire.Core.xml,395724,README.md,64,4,3562461,65558
System.Net.WebSockets,4.3.0,ok,ref/netstandard1.3/System.Net.WebSockets.xml,20656,,4,10,105598,65558
OpenTelemetry.Instrumentation.AspNetCore,1.18.0,ok,lib/net10.0/OpenTelemetry.Instrumentation.AspNetCore.xml,38736,README.md,3,3,156993,65558
Azure.Core.Amqp,1.3.1,ok,lib/netstandard2.0/Azure.Core.Amqp.xml,44146,README.md,1,1,62521,62521
Microsoft.AspNetCore.Authentication,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Authentication.xml,44135,,1,1,63485,63485
System.ServiceModel.NetTcp,10.0.652802,ok,,0,README.md,19,0,298229,65558
Microsoft.AspNetCore.Mvc.ViewFeatures,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.ViewFeatures.xml,696857,,1,1,198560,65558
Microsoft.AspNetCore.Mvc.Testing,10.0.11,ok,lib/net10.0/Microsoft.AspNetCore.Mvc.Testing.xml,32890,,1,1,90794,65558
System.Linq.Async,7.0.1,ok,lib/net10.0/System.Linq.Async.xml,435923,readme.md,8,8,1943563,65558
AutoMapper.Extensions.Microsoft.DependencyInjection,12.0.1,ok,,0,README.md,1,0,22314,22314
AWSSDK.SecurityToken,4.0.100.12,ok,lib/net472/AWSSDK.SecurityToken.xml,637254,,4,4,440726,65558
Grpc.Tools,2.83.0,ok,,0,README.md,0,0,23904464,65558
NJsonSchema,11.6.1,ok,lib/net462/NJsonSchema.xml,207873,README.md,3,3,380977,65558
Microsoft.Extensions.FileProviders.Composite,10.0.11,ok,lib/net10.0/Microsoft.Extensions.FileProviders.Composite.xml,5986,,5,5,115357,65558
Microsoft.AspNetCore.Antiforgery,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Antiforgery.xml,34672,,1,1,58893,58893
OpenTelemetry.Instrumentation.Http,1.18.0,ok,lib/net10.0/OpenTelemetry.Instrumentation.Http.xml,38813,README.md,4,4,198208,65558
Microsoft.AspNetCore.Mvc.Razor,2.3.0,ok,lib/netstandard2.0/Microsoft.AspNetCore.Mvc.Razor.xml,132788,,1,1,108087,65558
HtmlAgilityPack,1.13.0,ok,lib/Net35/HtmlAgilityPack.xml,165978,readme.md,10,10,1439706,65558
MongoDB.Driver.Core,2.30.0,ok,lib/net472/MongoDB.Driver.Core.xml,1099124,README.md,3,3,1407613,65558
MongoDB.Driver,3.11.1,ok,lib/net472/MongoDB.Driver.xml,2541458,README.md,3,3,3349916,65558
Swashbuckle.AspNetCore.Annotations,10.2.3,ok,lib/net10.0/Swashbuckle.AspNetCore.Annotations.xml,8587,,3,3,101893,65558
Microsoft.NET.StringTools,18.9.6,ok,lib/net10.0/Microsoft.NET.StringTools.xml,29972,README.md,6,6,180164,65558
AWSSDK.Polly,4.0.100.12,ok,lib/net472/AWSSDK.Polly.xml,410822,,4,4,342489,65558
System.IO.FileSystem.Watcher,4.3.0,ok,ref/netstandard1.3/System.IO.FileSystem.Watcher.xml,17117,,3,10,193875,65558
runtime.any.System.Text.Encoding,4.3.0,ok,,0,,2,0,43396,43396
Microsoft.Extensions.Azure,1.14.1,ok,lib/net10.0/Microsoft.Extensions.Azure.xml,29644,README.md,3,3,147715,65558
runtime.any.System.Runtime,4.3.1,ok,,0,,2,0,64473,64473
Microsoft.AspNetCore.Cors,2.3.12,ok,lib/netstandard2.0/Microsoft.AspNetCore.Cors.xml,32912,,1,1,51091,51091
System.ComponentModel.EventBasedAsync,4.3.0,ok,ref/netcore50/System.ComponentModel.EventBasedAsync.xml,20005,,5,30,185773,65558
Microsoft.EntityFrameworkCore.Sqlite.Core,10.0.11,ok,lib/net10.0/Microsoft.EntityFrameworkCore.Sqlite.xml,500982,,1,1,185627,65558
Microsoft.AspNet.Razor,3.3.0,ok,lib/net45/System.Web.Razor.xml,522146,,1,1,182098,65558
Microsoft.Extensions.Identity.Stores,10.0.11,ok,lib/net10.0/Microsoft.Extensions.Identity.Stores.xml,90308,,3,3,137727,65558
System.Diagnostics.TextWriterTraceListener,4.3.0,ok,ref/netstandard1.3/System.Diagnostics.TextWriterTraceListener.xml,13150,,4,10,94195,65558
